"ID","wb_disbursements","wb_commitments","wb_transport_disbursements","wb_transport_disbursements_completed","number_wb_projects","number_wb_projects_transport","number_wb_incomplete_projects","wb_transport_disbursements_incompleted","number_wb_transport_projects_incompleted","china_aid","china_transport_aid","china_transport_aid_completed","number_china_projects","number_china_projects_transport"
20756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20862,5.4201827308,12.8852181297778,5.4201827308,5.4201827308,2,2,0,0,0,0,0,0,0,0
20925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20949,17.6721227206548,19.3192526263252,17.6721227206548,17.6721227206548,2,2,0,0,0,0,0,0,0,0
20950,65.7240660470714,70.3629059389286,65.7240660470714,65.7240660470714,2,2,0,0,0,0,0,0,0,0
21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21036,2.15890205908333,2.27386202289667,2.15890205908333,2.15890205908333,1,1,0,0,0,0,0,0,0,0
21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21038,17.6721227206548,19.3192526263252,17.6721227206548,17.6721227206548,2,2,0,0,0,0,0,0,0,0
21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21040,8.62812020334583,29.8729892201667,4.63673922788333,4.63673922788333,2,1,0,0,0,0,0,0,0,0
21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21131,15.5132206615714,17.0453906034286,15.5132206615714,15.5132206615714,1,1,0,0,0,0,0,0,0,0
21193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21219,2.15890205908333,2.27386202289667,2.15890205908333,2.15890205908333,1,1,0,0,0,0,0,0,0,0
21220,17.6721227206548,19.3192526263252,17.6721227206548,17.6721227206548,2,2,0,0,0,0,0,0,0,0
21221,15.5132206615714,17.0453906034286,15.5132206615714,15.5132206615714,1,1,0,0,0,0,0,0,0,0
21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21306,15.5132206615714,17.0453906034286,15.5132206615714,15.5132206615714,1,1,0,0,0,0,0,0,0,0
21307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21384,2.15890205908333,2.27386202289667,2.15890205908333,2.15890205908333,1,1,0,0,0,0,0,0,0,0
21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21391,3.69621184066833,21.3405603843967,3.69621184066833,3.69621184066833,2,2,0,0,0,0,0,0,0,0
21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21470,3.69621184066833,21.3405603843967,3.69621184066833,3.69621184066833,2,2,0,0,0,0,0,0,0,0
21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21472,3.69621184066833,21.3405603843967,3.69621184066833,3.69621184066833,2,2,0,0,0,0,0,0,0,0
21473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21549,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21550,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21553,3.69621184066833,21.3405603843967,3.69621184066833,3.69621184066833,2,2,0,0,0,0,0,0,0,0
21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21627,2.15890205908333,2.27386202289667,2.15890205908333,2.15890205908333,1,1,0,0,0,0,0,0,0,0
21628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21632,6.17404900946833,35.6375947476667,6.17404900946833,6.17404900946833,2,2,0,0,0,0,0,0,0,0
21678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21680,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
