"","ID","isport"
"1",18950,0
"2",19045,1
"3",19050,0
"4",19051,0
"5",19052,0
"6",19053,1
"7",19054,0
"8",19061,0
"9",19062,0
"10",19063,1
"11",19064,0
"12",19065,0
"13",19066,0
"14",19067,0
"15",19068,0
"16",19069,0
"17",19070,0
"18",19071,0
"19",19072,0
"20",19073,0
"21",19074,0
"22",19075,0
"23",19076,0
"24",19077,0
"25",19083,0
"26",19084,0
"27",19085,0
"28",19086,0
"29",19087,0
"30",19088,0
"31",19089,0
"32",19090,0
"33",19091,0
"34",19092,0
"35",19093,0
"36",19094,1
"37",19095,0
"38",19096,0
"39",19097,0
"40",19098,0
"41",19099,0
"42",19100,0
"43",19101,0
"44",19102,0
"45",19103,0
"46",19104,0
"47",19105,0
"48",19106,0
"49",19112,0
"50",19113,1
"51",19114,0
"52",19115,0
"53",19116,0
"54",19117,0
"55",19118,0
"56",19119,0
"57",19120,0
"58",19121,0
"59",19122,0
"60",19123,0
"61",19124,0
"62",19125,0
"63",19126,0
"64",19127,0
"65",19128,0
"66",19129,0
"67",19130,0
"68",19131,0
"69",19132,0
"70",19133,0
"71",19134,0
"72",19135,0
"73",19136,0
"74",19137,0
"75",19138,0
"76",19142,0
"77",19143,0
"78",19144,0
"79",19145,0
"80",19146,0
"81",19147,0
"82",19148,0
"83",19149,0
"84",19150,0
"85",19151,0
"86",19152,0
"87",19153,0
"88",19154,0
"89",19155,0
"90",19156,0
"91",19157,0
"92",19158,0
"93",19159,0
"94",19160,0
"95",19161,0
"96",19162,0
"97",19163,0
"98",19164,0
"99",19165,0
"100",19166,0
"101",19167,0
"102",19168,0
"103",19169,0
"104",19170,0
"105",19173,0
"106",19174,0
"107",19175,0
"108",19176,0
"109",19177,0
"110",19178,0
"111",19179,0
"112",19180,0
"113",19181,0
"114",19182,0
"115",19183,0
"116",19184,0
"117",19185,0
"118",19186,0
"119",19187,0
"120",19188,0
"121",19189,0
"122",19190,0
"123",19191,0
"124",19192,0
"125",19193,0
"126",19194,0
"127",19195,0
"128",19196,0
"129",19197,0
"130",19198,0
"131",19199,0
"132",19200,0
"133",19201,0
"134",19202,0
"135",19203,0
"136",19204,0
"137",19205,0
"138",19208,0
"139",19209,0
"140",19210,0
"141",19211,0
"142",19212,0
"143",19213,0
"144",19214,0
"145",19215,0
"146",19216,0
"147",19217,0
"148",19218,0
"149",19219,0
"150",19220,0
"151",19221,0
"152",19222,0
"153",19223,0
"154",19224,0
"155",19225,0
"156",19226,0
"157",19227,0
"158",19228,0
"159",19229,0
"160",19230,0
"161",19231,0
"162",19232,0
"163",19233,0
"164",19234,0
"165",19235,0
"166",19236,0
"167",19237,0
"168",19238,0
"169",19239,0
"170",19240,0
"171",19242,1
"172",19243,1
"173",19244,0
"174",19245,0
"175",19246,0
"176",19247,0
"177",19248,0
"178",19249,0
"179",19250,0
"180",19251,0
"181",19252,0
"182",19253,0
"183",19254,0
"184",19255,0
"185",19256,0
"186",19257,0
"187",19258,0
"188",19259,0
"189",19260,0
"190",19261,0
"191",19262,0
"192",19263,0
"193",19264,0
"194",19265,0
"195",19266,0
"196",19267,0
"197",19268,0
"198",19269,0
"199",19270,0
"200",19271,0
"201",19272,0
"202",19273,0
"203",19274,0
"204",19275,0
"205",19276,0
"206",19277,0
"207",19278,0
"208",19279,1
"209",19280,0
"210",19281,0
"211",19282,0
"212",19283,0
"213",19284,0
"214",19285,0
"215",19286,0
"216",19287,0
"217",19288,0
"218",19289,0
"219",19290,0
"220",19291,0
"221",19292,0
"222",19293,0
"223",19294,0
"224",19295,0
"225",19296,0
"226",19297,0
"227",19298,0
"228",19299,0
"229",19300,0
"230",19301,0
"231",19302,0
"232",19303,0
"233",19304,0
"234",19305,0
"235",19306,0
"236",19307,0
"237",19308,0
"238",19309,0
"239",19310,0
"240",19311,0
"241",19312,0
"242",19313,0
"243",19314,0
"244",19315,0
"245",19316,0
"246",19317,0
"247",19318,0
"248",19319,0
"249",19320,0
"250",19321,0
"251",19322,0
"252",19323,0
"253",19324,0
"254",19325,0
"255",19326,0
"256",19327,0
"257",19328,0
"258",19329,0
"259",19330,0
"260",19331,0
"261",19332,0
"262",19333,0
"263",19334,0
"264",19335,0
"265",19336,0
"266",19337,0
"267",19338,0
"268",19339,0
"269",19340,0
"270",19341,0
"271",19342,0
"272",19343,0
"273",19344,0
"274",19345,0
"275",19346,0
"276",19347,0
"277",19348,0
"278",19349,0
"279",19350,0
"280",19351,0
"281",19352,0
"282",19353,0
"283",19354,0
"284",19355,0
"285",19356,0
"286",19357,0
"287",19358,0
"288",19359,0
"289",19360,0
"290",19361,0
"291",19362,0
"292",19363,0
"293",19364,0
"294",19365,0
"295",19366,0
"296",19367,0
"297",19368,0
"298",19369,0
"299",19370,0
"300",19371,0
"301",19372,0
"302",19373,0
"303",19374,0
"304",19375,0
"305",19376,0
"306",19377,0
"307",19378,0
"308",19379,0
"309",19380,0
"310",19381,0
"311",19382,0
"312",19383,0
"313",19384,0
"314",19385,0
"315",19386,0
"316",19387,0
"317",19388,0
"318",19389,0
"319",19390,0
"320",19391,0
"321",19392,0
"322",19393,0
"323",19394,0
"324",19395,0
"325",19396,0
"326",19397,0
"327",19398,0
"328",19399,0
"329",19400,0
"330",19401,0
"331",19402,0
"332",19403,0
"333",19404,0
"334",19405,0
"335",19406,0
"336",19407,0
"337",19408,0
"338",19409,0
"339",19410,0
"340",19411,0
"341",19412,0
"342",19413,0
"343",19414,0
"344",19415,0
"345",19416,0
"346",19417,0
"347",19418,0
"348",19419,0
"349",19420,0
"350",19421,0
"351",19422,0
"352",19423,0
"353",19424,0
"354",19425,0
"355",19426,0
"356",19427,0
"357",19428,0
"358",19429,0
"359",19430,0
"360",19431,0
"361",19432,0
"362",19433,0
"363",19434,0
"364",19435,0
"365",19436,0
"366",19437,0
"367",19438,0
"368",19439,0
"369",19440,0
"370",19441,0
"371",19442,0
"372",19443,0
"373",19444,0
"374",19445,0
"375",19446,0
"376",19447,1
"377",19448,0
"378",19449,0
"379",19450,0
"380",19451,0
"381",19452,0
"382",19453,0
"383",19454,0
"384",19455,0
"385",19456,0
"386",19457,0
"387",19458,0
"388",19459,0
"389",19460,0
"390",19461,0
"391",19462,0
"392",19463,0
"393",19464,0
"394",19465,0
"395",19466,0
"396",19467,0
"397",19468,0
"398",19469,0
"399",19470,0
"400",19471,0
"401",19472,0
"402",19473,0
"403",19474,0
"404",19475,0
"405",19476,0
"406",19477,0
"407",19478,0
"408",19479,0
"409",19480,0
"410",19481,0
"411",19482,0
"412",19483,0
"413",19484,0
"414",19485,0
"415",19486,0
"416",19487,0
"417",19488,0
"418",19489,0
"419",19490,0
"420",19491,0
"421",19492,0
"422",19493,0
"423",19494,0
"424",19495,0
"425",19496,0
"426",19497,0
"427",19498,0
"428",19499,0
"429",19500,0
"430",19501,0
"431",19502,0
"432",19503,0
"433",19504,0
"434",19505,0
"435",19506,0
"436",19507,0
"437",19508,0
"438",19509,0
"439",19510,0
"440",19511,0
"441",19512,0
"442",19513,0
"443",19514,0
"444",19515,0
"445",19516,0
"446",19517,0
"447",19518,0
"448",19519,0
"449",19520,0
"450",19521,0
"451",19522,0
"452",19523,0
"453",19524,0
"454",19525,0
"455",19526,0
"456",19527,0
"457",19528,0
"458",19529,0
"459",19530,0
"460",19531,0
"461",19532,0
"462",19533,0
"463",19534,0
"464",19535,0
"465",19536,0
"466",19537,0
"467",19538,0
"468",19539,1
"469",19540,0
"470",19541,0
"471",19542,0
"472",19543,0
"473",19544,0
"474",19545,0
"475",19546,0
"476",19547,0
"477",19548,0
"478",19549,0
"479",19550,0
"480",19551,0
"481",19552,0
"482",19553,0
"483",19554,0
"484",19555,0
"485",19556,0
"486",19557,0
"487",19558,0
"488",19559,0
"489",19560,0
"490",19561,0
"491",19562,0
"492",19563,0
"493",19564,0
"494",19565,0
"495",19566,0
"496",19567,0
"497",19568,0
"498",19569,0
"499",19570,0
"500",19571,0
"501",19572,0
"502",19573,0
"503",19574,0
"504",19575,0
"505",19576,0
"506",19577,0
"507",19578,0
"508",19579,0
"509",19580,0
"510",19581,0
"511",19582,0
"512",19583,0
"513",19584,0
"514",19585,0
"515",19586,0
"516",19587,0
"517",19588,1
"518",19589,0
"519",19592,0
"520",19593,0
"521",19594,0
"522",19595,0
"523",19596,0
"524",19597,0
"525",19598,0
"526",19599,0
"527",19600,0
"528",19601,0
"529",19602,0
"530",19603,0
"531",19604,0
"532",19605,0
"533",19606,0
"534",19607,0
"535",19608,0
"536",19609,0
"537",19610,0
"538",19611,0
"539",19612,0
"540",19613,0
"541",19614,0
"542",19615,0
"543",19616,0
"544",19617,0
"545",19618,0
"546",19619,0
"547",19620,0
"548",19621,0
"549",19622,0
"550",19623,0
"551",19624,0
"552",19625,0
"553",19626,0
"554",19627,0
"555",19628,0
"556",19629,0
"557",19630,0
"558",19631,0
"559",19632,0
"560",19633,0
"561",19634,0
"562",19635,0
"563",19636,0
"564",19637,0
"565",19638,0
"566",19639,0
"567",19640,0
"568",19641,0
"569",19642,0
"570",19643,0
"571",19644,0
"572",19645,0
"573",19646,0
"574",19655,0
"575",19656,0
"576",19657,0
"577",19658,0
"578",19659,0
"579",19660,0
"580",19661,0
"581",19662,0
"582",19663,0
"583",19664,0
"584",19665,0
"585",19666,0
"586",19667,0
"587",19668,0
"588",19669,0
"589",19670,0
"590",19671,0
"591",19672,0
"592",19673,0
"593",19674,0
"594",19675,0
"595",19676,0
"596",19677,0
"597",19678,0
"598",19679,0
"599",19680,0
"600",19681,0
"601",19682,0
"602",19683,0
"603",19684,0
"604",19685,0
"605",19686,0
"606",19687,0
"607",19688,0
"608",19689,0
"609",19690,0
"610",19691,0
"611",19692,0
"612",19693,0
"613",19694,0
"614",19695,0
"615",19696,0
"616",19697,0
"617",19698,0
"618",19699,0
"619",19700,0
"620",19701,0
"621",19702,0
"622",19703,0
"623",19704,0
"624",19705,0
"625",19706,0
"626",19707,0
"627",19708,0
"628",19709,0
"629",19710,0
"630",19728,0
"631",19729,0
"632",19730,0
"633",19731,0
"634",19732,0
"635",19733,0
"636",19734,0
"637",19735,0
"638",19736,0
"639",19737,0
"640",19738,0
"641",19739,0
"642",19740,0
"643",19741,0
"644",19742,0
"645",19743,0
"646",19744,0
"647",19745,0
"648",19746,0
"649",19747,0
"650",19748,0
"651",19749,0
"652",19750,0
"653",19751,0
"654",19752,0
"655",19753,0
"656",19754,0
"657",19755,0
"658",19756,0
"659",19757,0
"660",19758,0
"661",19759,0
"662",19760,0
"663",19761,0
"664",19762,0
"665",19763,0
"666",19764,0
"667",19765,0
"668",19766,0
"669",19767,0
"670",19768,0
"671",19769,0
"672",19770,0
"673",19771,0
"674",19772,0
"675",19773,0
"676",19774,0
"677",19775,0
"678",19776,0
"679",19777,0
"680",19778,0
"681",19779,0
"682",19780,0
"683",19781,0
"684",19782,0
"685",19783,0
"686",19784,0
"687",19785,0
"688",19805,0
"689",19806,0
"690",19807,0
"691",19808,0
"692",19809,0
"693",19810,0
"694",19811,0
"695",19812,0
"696",19813,0
"697",19814,0
"698",19815,0
"699",19816,0
"700",19817,0
"701",19818,0
"702",19819,0
"703",19820,0
"704",19821,0
"705",19822,0
"706",19823,0
"707",19824,0
"708",19825,0
"709",19826,0
"710",19827,0
"711",19828,0
"712",19829,0
"713",19830,0
"714",19831,0
"715",19832,0
"716",19833,0
"717",19834,0
"718",19835,0
"719",19836,0
"720",19837,0
"721",19838,0
"722",19839,0
"723",19840,0
"724",19841,0
"725",19842,0
"726",19843,0
"727",19844,0
"728",19845,0
"729",19846,0
"730",19847,0
"731",19848,0
"732",19849,0
"733",19850,0
"734",19851,0
"735",19852,0
"736",19853,0
"737",19854,0
"738",19855,0
"739",19856,0
"740",19857,0
"741",19858,0
"742",19859,0
"743",19860,0
"744",19861,0
"745",19862,0
"746",19882,0
"747",19883,0
"748",19884,0
"749",19885,0
"750",19886,0
"751",19887,0
"752",19888,0
"753",19889,0
"754",19890,0
"755",19891,0
"756",19892,0
"757",19893,0
"758",19894,0
"759",19895,0
"760",19896,0
"761",19897,0
"762",19898,0
"763",19899,0
"764",19900,0
"765",19901,0
"766",19902,0
"767",19903,0
"768",19904,0
"769",19905,0
"770",19906,0
"771",19907,0
"772",19908,0
"773",19909,0
"774",19910,0
"775",19911,0
"776",19912,0
"777",19913,0
"778",19914,0
"779",19915,0
"780",19916,0
"781",19917,0
"782",19918,0
"783",19919,0
"784",19920,0
"785",19921,0
"786",19922,0
"787",19923,0
"788",19924,0
"789",19925,0
"790",19926,0
"791",19927,0
"792",19928,0
"793",19929,0
"794",19930,0
"795",19931,0
"796",19932,0
"797",19933,0
"798",19934,0
"799",19935,0
"800",19936,0
"801",19937,0
"802",19938,0
"803",19939,0
"804",19940,1
"805",19962,1
"806",19963,0
"807",19964,0
"808",19965,0
"809",19966,0
"810",19967,0
"811",19968,0
"812",19969,0
"813",19970,0
"814",19971,0
"815",19972,0
"816",19973,0
"817",19974,0
"818",19975,0
"819",19976,0
"820",19977,0
"821",19978,0
"822",19979,0
"823",19980,0
"824",19981,0
"825",19982,0
"826",19983,0
"827",19984,0
"828",19985,0
"829",19986,0
"830",19987,0
"831",19988,0
"832",19989,0
"833",19990,0
"834",19991,0
"835",19992,0
"836",19993,0
"837",19994,0
"838",19995,0
"839",19996,0
"840",19997,0
"841",19998,0
"842",19999,0
"843",20000,0
"844",20001,0
"845",20002,0
"846",20003,0
"847",20004,0
"848",20005,0
"849",20006,0
"850",20007,0
"851",20008,0
"852",20009,0
"853",20010,0
"854",20011,0
"855",20012,0
"856",20013,0
"857",20014,0
"858",20015,0
"859",20016,0
"860",20017,0
"861",20018,0
"862",20019,0
"863",20020,0
"864",20041,0
"865",20042,0
"866",20043,0
"867",20044,0
"868",20045,0
"869",20046,0
"870",20047,0
"871",20048,0
"872",20049,0
"873",20050,0
"874",20051,0
"875",20052,0
"876",20053,0
"877",20054,0
"878",20055,0
"879",20056,0
"880",20057,0
"881",20058,0
"882",20059,0
"883",20060,0
"884",20061,0
"885",20062,0
"886",20063,0
"887",20064,0
"888",20065,0
"889",20066,0
"890",20067,0
"891",20068,0
"892",20069,0
"893",20070,0
"894",20071,0
"895",20072,0
"896",20073,0
"897",20074,0
"898",20075,0
"899",20076,0
"900",20077,0
"901",20078,0
"902",20079,0
"903",20080,0
"904",20081,0
"905",20082,0
"906",20083,0
"907",20084,0
"908",20085,0
"909",20086,0
"910",20087,0
"911",20088,0
"912",20089,0
"913",20090,0
"914",20091,0
"915",20092,0
"916",20093,0
"917",20094,0
"918",20095,0
"919",20096,0
"920",20097,0
"921",20098,0
"922",20099,0
"923",20100,0
"924",20122,0
"925",20123,0
"926",20124,0
"927",20125,0
"928",20126,0
"929",20127,0
"930",20128,0
"931",20129,0
"932",20130,0
"933",20131,0
"934",20132,0
"935",20133,0
"936",20134,0
"937",20135,0
"938",20136,0
"939",20137,0
"940",20138,0
"941",20139,0
"942",20140,0
"943",20141,0
"944",20142,0
"945",20143,0
"946",20144,0
"947",20145,0
"948",20146,0
"949",20147,0
"950",20148,0
"951",20149,0
"952",20150,0
"953",20151,0
"954",20152,0
"955",20153,0
"956",20154,0
"957",20155,0
"958",20156,0
"959",20157,0
"960",20158,0
"961",20159,0
"962",20160,0
"963",20161,0
"964",20162,0
"965",20163,0
"966",20164,0
